frame nummer,LabelName,XMin,XMax,YMin,YMax
745,p1,647,1009,282,936
745,pimg,194,367,289,569
745,pimg,898,1124,164,518
745,pimg,1127,1355,163,527
745,p2,1300,1673,251,1056
745,pimg,34,183,290,539
745,pimg,393,564,303,542
746,pimg,665,897,163,510
746,p1,658,1020,281,936
746,pimg,194,366,289,569
746,pimg,898,1124,164,518
746,pimg,1127,1354,163,527
746,p2,1294,1667,250,1056
746,pimg,34,183,290,539
746,pimg,392,563,303,542
747,pimg,665,897,163,510
747,p1,669,1031,281,936
747,pimg,193,365,289,569
747,pimg,898,1124,164,518
747,pimg,1127,1352,163,527
747,p2,1288,1661,250,1055
747,pimg,33,183,291,539
747,pimg,392,562,303,542
748,pimg,665,897,163,510
748,p1,679,1042,281,935
748,pimg,192,365,289,569
748,pimg,898,1124,164,519
748,pimg,1127,1351,163,527
748,p2,1282,1655,249,1055
748,pimg,33,182,291,539
748,pimg,391,561,303,541
749,pimg,665,897,163,510
749,p1,690,1052,280,935
749,pimg,192,364,289,569
749,pimg,898,1123,164,519
749,pimg,1127,1350,163,527
749,p2,1276,1649,249,1054
749,pimg,32,182,291,540
749,pimg,390,561,302,541
750,pimg,665,897,163,511
750,p1,701,1063,280,935
750,pimg,191,363,289,569
750,pimg,898,1123,164,519
750,pimg,1127,1349,163,527
750,p2,1271,1643,248,1054
750,pimg,32,181,291,540
750,pimg,389,560,302,541
751,pimg,665,897,163,511
751,p1,711,1074,280,934
751,pimg,190,363,289,569
751,pimg,898,1123,164,519
751,pimg,1127,1347,163,527
751,p2,1265,1638,248,1053
751,pimg,31,181,292,540
751,pimg,388,559,302,540
752,pimg,665,897,163,511
752,p1,722,1085,279,934
752,pimg,190,362,289,569
752,pimg,898,1123,165,519
752,pimg,1126,1346,163,527
752,p2,1259,1632,247,1053
752,pimg,31,181,292,540
752,pimg,388,558,301,540
753,pimg,665,897,163,511
753,p1,733,1095,279,934
753,pimg,189,361,289,569
753,pimg,897,1123,165,519
753,pimg,1126,1345,163,527
753,p2,1253,1626,247,1052
753,pimg,31,180,292,541
753,pimg,387,557,301,540
754,pimg,665,897,163,511
754,p1,744,1106,279,933
754,pimg,188,361,289,569
754,pimg,897,1123,165,519
754,pimg,1126,1344,163,527
754,p2,1247,1620,246,1052
754,pimg,30,180,292,541
754,pimg,386,557,301,539
755,pimg,665,897,163,511
755,p1,751,1114,279,933
755,pimg,189,361,289,569
755,pimg,897,1123,165,520
755,pimg,1126,1344,163,527
755,p2,1233,1605,247,1052
755,pimg,30,180,292,541
755,pimg,386,557,300,539
756,pimg,665,897,163,511
756,p1,759,1122,279,933
756,pimg,189,362,288,569
756,pimg,897,1123,165,520
756,pimg,1126,1344,163,527
756,p2,1218,1591,247,1052
756,pimg,31,180,292,541
756,pimg,387,557,300,539
757,pimg,665,897,164,511
757,p1,767,1129,279,933
757,pimg,190,362,288,569
757,pimg,897,1123,165,520
757,pimg,1126,1344,163,527
757,p2,1203,1576,247,1053
757,pimg,31,180,292,541
757,pimg,387,557,300,539
758,pimg,665,896,164,511
758,p1,775,1137,279,933
758,pimg,190,363,288,568
758,pimg,897,1123,165,520
758,pimg,1126,1344,163,527
758,p2,1189,1562,248,1053
758,pimg,31,181,292,541
758,pimg,387,558,300,539
759,pimg,665,896,164,511
759,p1,783,1145,279,933
759,pimg,191,363,288,568
759,pimg,897,1123,166,520
759,pimg,1126,1344,163,527
759,p2,1174,1547,248,1053
759,pimg,31,181,292,541
759,pimg,388,558,300,539
760,pimg,665,896,164,511
760,p1,790,1153,279,933
760,pimg,192,364,288,568
760,pimg,897,1123,166,520
760,pimg,1126,1344,163,527
760,pimg,32,181,292,541
760,pimg,388,558,300,539
761,pimg,665,896,164,511
761,p1,798,1161,279,933
761,pimg,192,364,288,568
761,pimg,897,1122,166,520
761,pimg,1126,1344,162,526
761,p2,1145,1518,249,1054
761,pimg,32,181,292,541
761,pimg,388,559,300,539
762,pimg,665,896,164,511
762,p1,806,1168,279,933
762,pimg,193,365,288,568
762,pimg,897,1122,166,521
762,pimg,1126,1344,162,526
762,p2,1130,1503,249,1054
762,pimg,32,181,292,541
762,pimg,389,559,300,538
763,pimg,664,896,164,511
763,p1,814,1176,279,933
763,pimg,193,365,287,568
763,pimg,897,1122,166,521
763,pimg,1126,1344,162,526
763,p2,1116,1488,249,1055
763,pimg,32,182,292,541
763,pimg,389,559,300,538
764,pimg,664,896,164,511
764,p1,822,1184,279,933
764,pimg,194,366,287,568
764,pimg,896,1122,166,521
764,pimg,1126,1344,162,526
764,p2,1101,1474,250,1055
764,pimg,32,182,292,540
764,pimg,389,560,299,538
765,pimg,664,896,164,511
765,p1,833,1196,278,933
765,pimg,194,366,287,568
765,pimg,896,1122,166,521
765,pimg,1126,1344,162,526
765,p2,1093,1466,249,1055
765,pimg,33,182,292,540
765,pimg,390,560,299,538
766,pimg,664,896,164,511
766,p1,845,1208,278,933
766,pimg,195,367,287,567
766,pimg,896,1122,167,521
766,pimg,1126,1344,162,526
766,p2,1084,1457,249,1054
766,pimg,33,182,292,540
766,pimg,390,560,299,538
767,pimg,664,896,164,512
767,p1,857,1219,278,932
767,pimg,195,368,287,567
767,pimg,896,1122,167,521
767,pimg,1126,1344,162,526
767,p2,1076,1449,248,1054
767,pimg,33,183,292,540
767,pimg,390,561,299,538
768,pimg,664,896,164,512
768,p1,869,1231,277,932
768,pimg,196,368,287,567
768,pimg,896,1122,167,521
768,pimg,1126,1344,162,526
768,p2,1068,1441,248,1053
768,pimg,33,183,292,540
768,pimg,391,561,299,538
769,pimg,664,896,164,512
769,p1,881,1243,277,932
769,pimg,196,369,287,567
769,pimg,896,1122,167,522
769,pimg,1126,1344,161,525
769,p2,1060,1432,247,1053
769,pimg,34,183,292,540
769,pimg,391,561,299,538
770,pimg,664,896,164,512
770,p1,893,1255,277,931
770,pimg,197,369,287,567
770,pimg,896,1122,167,522
770,pimg,1126,1344,161,525
770,p2,1051,1424,247,1052
770,pimg,34,183,292,540
770,pimg,391,562,299,538
771,pimg,664,896,164,512
771,p1,905,1267,276,931
771,pimg,197,370,286,567
771,pimg,896,1122,167,522
771,pimg,1126,1344,161,525
771,p2,1043,1416,246,1052
771,pimg,34,183,292,540
771,pimg,392,562,299,537
772,pimg,664,896,164,512
772,p1,916,1279,276,931
772,pimg,198,370,286,567
772,pimg,896,1121,167,522
772,pimg,1126,1344,161,525
772,p2,1035,1408,246,1051
772,pimg,34,184,292,540
772,pimg,392,562,299,537
773,pimg,664,896,164,512
773,p1,928,1291,276,930
773,pimg,198,371,286,566
773,pimg,896,1121,168,522
773,pimg,1126,1344,161,525
773,p2,1026,1399,245,1051
773,pimg,34,184,292,540
773,pimg,392,563,298,537
774,pimg,664,896,165,512
774,p1,940,1302,275,930
774,pimg,199,371,286,566
774,pimg,896,1121,168,522
774,pimg,1126,1344,161,525
774,p2,1018,1391,245,1050
774,pimg,35,184,292,540
774,pimg,392,563,298,537
775,pimg,664,896,165,512
775,p1,943,1305,275,930
775,pimg,199,372,286,566
775,pimg,896,1121,168,522
775,pimg,1126,1344,161,525
775,p2,1000,1375,245,1052
775,pimg,35,184,292,540
775,pimg,393,563,298,537
776,pimg,664,896,165,512
776,p1,945,1307,275,929
776,pimg,200,372,286,566
776,pimg,895,1121,168,523
776,pimg,1126,1344,160,524
776,p2,981,1359,246,1055
776,pimg,35,185,291,540
776,pimg,393,564,298,537
777,pimg,664,896,165,512
777,p1,947,1310,274,929
777,pimg,201,373,286,566
777,pimg,895,1121,168,523
777,pimg,1126,1344,160,524
777,p2,962,1343,246,1057
777,pimg,35,185,291,540
777,pimg,393,564,298,537
778,pimg,664,896,165,512
778,p1,950,1312,274,929
778,pimg,201,373,286,566
778,pimg,895,1121,168,523
778,pimg,1126,1344,160,524
778,p2,943,1327,246,1059
778,pimg,36,185,291,540
778,pimg,394,564,298,537
779,pimg,664,896,165,512
779,p1,952,1315,274,928
779,pimg,202,374,285,566
779,pimg,895,1121,168,523
779,pimg,1126,1344,160,524
779,p2,925,1311,246,1062
779,pimg,36,185,291,540
779,pimg,394,565,298,537
780,pimg,664,896,165,512
780,p1,955,1317,273,928
780,pimg,202,374,285,566
780,pimg,895,1121,169,523
780,pimg,1126,1344,160,524
780,p2,906,1296,247,1064
780,pimg,36,185,291,540
780,pimg,394,565,298,536
781,pimg,664,896,165,512
781,p1,957,1320,273,928
781,pimg,203,375,285,565
781,pimg,895,1121,169,523
781,pimg,1126,1344,160,524
781,p2,887,1280,247,1066
781,pimg,36,186,291,540
781,pimg,395,565,298,536
782,pimg,664,896,165,512
782,p1,960,1322,273,928
782,pimg,203,375,285,565
782,pimg,895,1121,169,523
782,pimg,1126,1344,160,524
782,p2,869,1264,247,1068
782,pimg,36,186,291,540
782,pimg,395,566,298,536
783,pimg,664,896,165,512
783,p1,962,1324,272,927
783,pimg,204,376,285,565
783,pimg,895,1121,169,524
783,pimg,1126,1344,160,524
783,p2,850,1248,248,1071
783,pimg,37,186,291,540
783,pimg,395,566,297,536
784,pimg,664,896,165,512
784,p1,964,1327,272,927
784,pimg,204,376,285,565
784,pimg,895,1120,169,524
784,pimg,1126,1344,159,523
784,p2,831,1232,248,1073
784,pimg,37,186,291,540
784,pimg,396,566,297,536
785,pimg,664,896,165,513
785,p1,980,1342,271,925
785,pimg,205,377,285,565
785,pimg,895,1120,169,524
785,pimg,1126,1344,159,523
785,p2,824,1225,247,1072
785,pimg,37,187,291,540
785,pimg,397,567,297,536
786,pimg,664,896,165,513
786,p1,996,1358,269,924
786,pimg,205,378,284,565
786,pimg,895,1120,169,524
786,pimg,1126,1344,159,523
786,p2,817,1217,247,1072
786,pimg,37,187,291,540
786,pimg,398,568,297,536
787,pimg,664,896,165,513
787,p1,1011,1373,268,923
787,pimg,206,378,284,565
787,pimg,895,1120,170,524
787,pimg,1126,1344,159,523
787,p2,810,1210,246,1071
787,pimg,38,187,291,539
787,pimg,399,569,297,536
788,pimg,664,896,165,513
788,p1,1027,1389,267,921
788,pimg,206,379,284,565
788,pimg,894,1120,170,524
788,pimg,1126,1344,159,523
788,p2,803,1203,245,1070
788,pimg,38,187,291,539
788,pimg,399,570,297,536
789,pimg,664,896,165,513
789,p1,1042,1405,265,920
789,pimg,207,379,284,564
789,pimg,894,1120,170,524
789,pimg,1126,1344,159,523
789,p2,795,1196,245,1069
789,pimg,38,187,291,539
789,pimg,400,571,297,536
790,pimg,664,896,165,513
790,p1,1058,1420,264,919
790,pimg,207,380,284,564
790,pimg,894,1120,170,525
790,pimg,1126,1344,159,523
790,p2,788,1189,244,1069
790,pimg,38,188,291,539
790,pimg,401,572,297,536
791,pimg,664,896,165,513
791,p1,1073,1436,262,917
791,pimg,208,380,284,564
791,pimg,894,1120,170,525
791,pimg,1126,1344,158,523
791,p2,781,1181,243,1068
791,pimg,38,188,291,539
791,pimg,402,573,297,536
792,pimg,716,948,165,513
792,p1,870,1268,306,1028
792,pimg,263,435,285,566
792,pimg,943,1169,168,525
792,pimg,1189,1407,157,521
792,p2,708,1108,208,1032
792,pimg,111,261,297,546
792,pimg,469,639,302,541
793,pimg,716,948,166,513
793,p1,862,1260,306,1027
793,pimg,265,437,285,565
793,pimg,943,1169,171,525
793,pimg,1189,1407,161,521
793,p2,718,1118,207,1032
793,pimg,112,261,297,546
793,pimg,469,639,302,541
794,pimg,716,948,167,513
794,p1,854,1252,305,1027
794,pimg,266,438,284,565
794,pimg,943,1169,174,525
794,pimg,1189,1407,164,521
794,p2,727,1128,207,1031
794,pimg,112,262,297,546
794,pimg,469,640,302,541
795,pimg,716,948,168,513
795,p1,846,1244,305,1026
795,pimg,267,440,284,564
795,pimg,943,1169,177,525
795,pimg,1189,1407,168,521
795,p2,737,1138,206,1031
795,pimg,113,262,297,546
795,pimg,469,640,302,541
796,pimg,716,948,169,513
796,p1,838,1236,304,1026
796,pimg,269,441,283,564
796,pimg,943,1169,180,525
796,pimg,1189,1407,172,521
796,p2,747,1147,206,1030
796,pimg,113,263,297,546
796,pimg,469,640,303,541
797,pimg,716,948,170,513
797,p1,830,1228,304,1025
797,pimg,270,443,283,563
797,pimg,943,1169,182,525
797,pimg,1189,1407,176,521
797,p2,757,1157,205,1030
797,pimg,114,263,297,546
797,pimg,469,640,303,541
798,pimg,716,948,171,513
798,p1,822,1220,303,1025
798,pimg,272,444,283,563
798,pimg,943,1169,185,525
798,pimg,1189,1407,179,521
798,p2,766,1167,205,1029
798,pimg,114,264,297,546
798,pimg,469,640,303,542
799,pimg,716,948,172,513
799,p1,813,1212,303,1024
799,pimg,273,446,282,562
799,pimg,943,1169,188,525
799,pimg,1189,1407,183,521
799,p2,776,1177,204,1029
799,pimg,115,264,297,546
799,pimg,469,640,303,542
800,pimg,716,948,173,513
800,p1,805,1203,302,1024
800,pimg,275,447,282,562
800,pimg,943,1169,191,525
800,pimg,1189,1407,187,521
800,p2,786,1186,204,1028
800,pimg,115,265,297,546
800,pimg,470,640,303,542
801,pimg,716,948,174,513
801,p1,797,1195,302,1023
801,pimg,276,449,281,561
801,pimg,943,1169,193,525
801,pimg,1189,1407,190,521
801,p2,796,1196,203,1028
801,pimg,116,265,297,546
801,pimg,470,640,303,542
802,pimg,716,948,175,513
802,p1,789,1187,301,1023
802,pimg,278,450,281,561
802,pimg,943,1169,196,525
802,pimg,1189,1407,194,521
802,p2,805,1206,203,1027
802,pimg,116,266,297,546
802,pimg,470,640,303,542
803,pimg,716,948,175,513
803,p1,778,1176,299,1025
803,pimg,278,450,281,561
803,pimg,944,1170,196,525
803,pimg,1189,1407,194,521
803,p2,814,1215,206,1015
803,pimg,116,266,297,546
803,pimg,470,640,303,542
804,pimg,717,948,175,513
804,p1,766,1164,297,1028
804,pimg,278,450,281,561
804,pimg,946,1172,196,525
804,pimg,1189,1407,195,521
804,p2,823,1224,209,1003
804,pimg,117,266,297,546
804,pimg,470,640,303,542
805,pimg,717,948,176,513
805,p1,754,1153,295,1030
805,pimg,278,450,282,561
805,pimg,947,1173,196,525
805,pimg,1189,1407,195,520
805,p2,832,1233,212,991
805,pimg,117,266,298,546
805,pimg,470,641,304,542
806,pimg,718,948,176,513
806,p1,743,1141,292,1032
806,pimg,278,450,282,561
806,pimg,949,1174,196,525
806,pimg,1189,1407,195,520
806,p2,841,1242,216,979
806,pimg,117,266,298,546
806,pimg,470,641,304,542
807,pimg,719,948,176,513
807,p1,731,1130,290,1035
807,pimg,278,450,282,561
807,pimg,950,1176,196,525
807,pimg,1189,1407,195,520
807,p2,850,1251,219,967
807,pimg,117,266,298,546
807,pimg,470,641,304,542
808,pimg,719,948,176,513
808,p1,720,1118,288,1037
808,pimg,278,450,283,561
808,pimg,952,1177,196,525
808,pimg,1189,1407,196,520
808,p2,859,1259,222,955
808,pimg,117,266,298,546
808,pimg,470,641,304,543
809,pimg,720,948,176,513
809,p1,708,1106,286,1040
809,pimg,278,450,283,561
809,pimg,953,1179,196,525
809,pimg,1189,1407,196,520
809,p2,868,1268,225,943
809,pimg,117,267,298,546
809,pimg,470,641,304,543
810,p1,697,1095,283,1042
810,pimg,278,450,283,561
810,pimg,955,1180,196,525
810,pimg,117,267,298,546
811,pimg,278,450,284,561
811,pimg,956,1182,196,525
811,pimg,117,267,298,546
812,pimg,278,450,284,561
812,pimg,958,1183,196,525
813,pimg,278,450,284,561
813,pimg,117,267,298,547
814,pimg,958,1183,196,524
815,pimg,958,1183,197,524
817,pimg,724,948,177,513
818,pimg,725,948,177,513
819,pimg,726,948,177,513
821,pimg,727,948,177,513
822,pimg,727,948,178,513
823,pimg,728,948,178,513
829,pimg,1189,1407,200,516
830,pimg,1189,1407,201,516
831,pimg,278,450,290,561
831,pimg,1189,1407,201,516
832,pimg,278,450,291,561
832,pimg,1189,1407,201,515
833,pimg,1189,1407,201,515
834,pimg,278,450,292,561
834,pimg,1189,1407,202,515
835,pimg,1189,1407,202,515
836,pimg,278,450,292,561
836,pimg,1189,1407,202,515
837,pimg,278,450,293,561
838,pimg,278,450,293,561
853,pimg,278,450,298,561
859,pimg,278,450,300,561
889,pimg,756,948,200,513
890,pimg,756,948,201,513
891,pimg,756,948,202,513
891,pimg,278,450,311,561
898,pimg,763,954,200,510
899,pimg,764,955,199,509
900,pimg,765,957,199,509
900,pimg,283,455,319,561
901,pimg,767,958,198,508
901,pimg,284,456,320,561
901,pimg,126,276,305,553
902,pimg,768,959,198,508
902,pimg,284,457,321,561
902,pimg,127,276,305,553
903,pimg,768,959,198,508
903,pimg,284,457,321,561
903,pimg,127,276,305,553
904,pimg,284,457,321,561
904,pimg,127,276,305,553
905,pimg,285,457,321,561
906,pimg,285,457,321,561
907,pimg,285,457,321,561
908,pimg,285,457,322,561
909,pimg,285,457,322,561
932,pimg,1199,1417,212,510
933,pimg,971,1177,222,508
933,pimg,1199,1417,212,510
934,pimg,971,1177,222,508
934,pimg,1199,1417,212,510
935,pimg,971,1177,222,508
935,pimg,1200,1417,212,510
936,pimg,1200,1418,212,510
937,pimg,971,1177,222,508
937,pimg,1200,1418,213,510
938,pimg,971,1178,222,508
938,pimg,1200,1418,213,510
939,pimg,972,1178,222,508
939,pimg,1200,1418,213,510
940,pimg,972,1178,222,508
940,pimg,1200,1418,213,510
941,pimg,972,1178,222,508
941,pimg,1201,1418,213,510
942,pimg,972,1178,222,508
943,pimg,972,1178,222,508
944,pimg,972,1178,222,508
945,pimg,972,1178,222,508
946,pimg,972,1178,222,508
947,pimg,972,1179,222,508
948,pimg,973,1179,222,508
949,pimg,973,1179,222,508
951,pimg,973,1179,222,508
952,pimg,973,1179,222,508
953,pimg,973,1179,222,508
954,pimg,973,1179,222,508
955,pimg,973,1179,222,508
956,pimg,973,1180,222,508
957,pimg,974,1180,222,508
958,pimg,974,1180,222,508
959,pimg,974,1180,222,508
960,pimg,974,1180,222,508
961,pimg,974,1180,222,508
962,pimg,974,1180,222,508
963,pimg,974,1180,222,508
964,pimg,974,1181,222,508
965,pimg,975,1181,222,508
966,pimg,975,1181,222,508
967,pimg,975,1181,222,508
968,pimg,975,1181,222,508
969,pimg,975,1181,222,508
971,pimg,975,1181,222,508
972,pimg,774,965,194,505
972,pimg,975,1181,222,508
973,pimg,774,965,194,504
973,pimg,975,1182,222,508
974,pimg,774,965,194,504
974,pimg,976,1182,222,508
975,pimg,774,965,194,504
975,pimg,976,1182,222,508
976,pimg,774,965,194,504
976,pimg,976,1182,222,508
977,pimg,774,965,194,504
977,pimg,976,1182,222,508
978,pimg,774,965,194,504
978,pimg,976,1182,222,508
979,pimg,774,965,194,504
980,pimg,774,965,194,504
980,pimg,976,1182,222,508
981,pimg,774,965,194,504
981,pimg,976,1182,222,508
982,pimg,774,966,194,504
982,pimg,976,1183,222,508
983,pimg,774,966,194,504
1002,pimg,1210,1428,215,512
1003,pimg,1211,1428,215,512
1004,pimg,1211,1429,215,512
1005,pimg,1211,1429,215,512
1006,pimg,1211,1429,215,512
1007,pimg,1211,1429,215,512
1008,pimg,1211,1429,215,512
1009,pimg,777,968,193,503
1009,pimg,1212,1429,215,512
1010,pimg,777,968,193,503
1010,pimg,1212,1430,215,512
1011,pimg,777,968,192,503
1011,pimg,1212,1430,215,512
1012,pimg,777,968,192,503
1012,pimg,1212,1430,215,512
1013,pimg,777,968,192,502
1013,pimg,1212,1430,215,512
1014,pimg,777,968,192,502
1014,pimg,1212,1430,215,513
1015,pimg,777,968,192,502
1015,pimg,1213,1430,215,513
1016,pimg,777,968,192,502
1017,pimg,777,968,192,502
1018,pimg,777,969,192,502
1019,pimg,777,969,192,502
1020,pimg,777,969,192,502
1021,pimg,778,969,192,502
1022,pimg,778,969,192,502
1023,pimg,778,969,192,502
1024,pimg,778,969,192,502
1025,pimg,778,969,192,502
1030,pimg,778,970,192,502
1031,pimg,778,970,191,502
1034,pimg,779,970,191,501
1037,pimg,298,471,330,570
1038,pimg,298,471,331,570
1040,pimg,299,471,331,570
1041,pimg,299,471,331,571
1042,pimg,299,471,331,571
1048,pimg,780,971,191,501
1048,pimg,304,476,332,572
1048,p2,581,1048,240,1080
1048,pimg,496,667,328,567
1049,pimg,780,971,191,501
1049,pimg,305,477,332,572
1049,pimg,984,1190,222,508
1049,p2,576,1048,240,1080
1049,pimg,148,297,317,566
1049,pimg,497,668,328,567
1050,pimg,780,971,191,501
1050,p1,1464,1810,270,1001
1050,pimg,305,478,332,572
1050,pimg,984,1190,222,508
1050,pimg,1218,1436,216,514
1050,p2,571,1048,240,1080
1050,pimg,149,298,318,566
1050,pimg,498,669,328,567
1051,pimg,780,971,190,501
1051,pimg,306,478,332,572
1051,pimg,984,1190,222,508
1051,p2,566,1048,240,1080
1051,pimg,499,669,328,567
1052,pimg,780,971,190,501
1052,pimg,307,479,332,572
1052,pimg,985,1191,222,508
1052,p2,561,1048,240,1080
1052,pimg,500,670,328,567
1053,pimg,780,971,190,500
1053,pimg,308,480,333,572
1053,pimg,985,1191,222,508
1053,pimg,500,671,328,567
1054,pimg,780,972,190,500
1054,pimg,309,481,333,573
1054,pimg,985,1191,222,508
1054,p2,551,1048,240,1080
1054,pimg,501,672,328,567
1055,pimg,309,482,333,573
1055,pimg,985,1191,222,508
1056,pimg,780,972,190,500
1056,pimg,310,483,333,573
1056,pimg,985,1191,222,508
1056,pimg,503,673,328,567
1057,pimg,311,483,333,573
1057,pimg,504,674,328,567
1058,pimg,312,484,333,573
1058,pimg,505,675,328,567
1059,pimg,313,485,334,573
1070,pimg,782,973,190,500
1071,pimg,782,973,189,500
1072,pimg,782,973,189,500
1073,pimg,782,973,189,499
1074,pimg,782,973,189,499
1075,pimg,782,973,189,499
1076,pimg,782,973,189,499
1077,pimg,782,973,189,499
1078,pimg,782,974,189,499
1078,pimg,323,495,335,575
1079,pimg,782,974,189,499
1080,pimg,782,974,189,499
1081,pimg,783,974,189,499
1082,pimg,783,974,189,499
1083,pimg,783,974,189,499
1083,pimg,323,495,334,574
1084,pimg,783,974,189,499
1084,pimg,323,495,334,574
1085,pimg,783,974,189,499
1085,pimg,323,495,334,574
1086,pimg,783,974,189,499
1086,pimg,323,495,334,574
1086,pimg,170,319,322,571
1086,pimg,516,686,327,566
1087,pimg,783,974,189,499
1087,pimg,323,495,334,573
1088,pimg,783,974,189,499
1088,pimg,323,495,334,573
1089,pimg,783,974,189,499
1089,pimg,323,495,333,573
1090,pimg,783,975,189,499
1090,pimg,323,495,333,573
1091,pimg,783,975,188,499
1091,pimg,323,495,333,573
1092,pimg,783,975,188,499
1092,pimg,323,495,333,573
1093,pimg,784,975,188,498
1094,pimg,784,975,188,498
1095,pimg,784,975,188,498
1096,pimg,784,975,188,498
1097,pimg,784,975,188,498
1098,pimg,784,975,188,498
1099,pimg,784,975,188,498
1100,pimg,784,975,188,498
1101,pimg,784,975,188,498
1102,pimg,784,976,188,498
1103,pimg,784,976,188,498
1104,pimg,784,976,188,498
1105,pimg,785,976,188,498
1106,pimg,785,976,188,498
1107,pimg,785,976,188,498
1108,pimg,785,976,188,498
1109,pimg,785,976,188,498
1110,pimg,785,976,188,498
1111,pimg,785,976,187,498
1112,pimg,785,976,187,498
1113,pimg,785,976,187,497
1114,pimg,785,977,187,497
1115,pimg,785,977,187,497
1116,pimg,785,977,187,497
1117,pimg,786,977,187,497
1118,pimg,786,977,187,497
1119,pimg,786,977,187,497
1120,pimg,786,977,187,497
1121,pimg,786,977,187,497
1122,pimg,786,977,187,497
1123,pimg,786,977,187,497
1123,pimg,323,495,329,569
1124,pimg,786,977,187,497
1124,pimg,323,495,329,568
1124,pimg,516,686,324,563
1125,pimg,786,977,187,497
1125,pimg,323,495,329,568
1125,pimg,991,1197,224,510
1125,p2,671,1146,227,1080
1125,pimg,516,686,324,563
1126,pimg,786,978,187,497
1126,pimg,323,495,328,568
1126,pimg,991,1197,224,510
1126,p2,670,1145,227,1080
1126,pimg,170,319,314,563
1126,pimg,516,686,324,563
1127,pimg,786,978,187,497
1127,pimg,323,495,328,568
1127,pimg,516,686,324,562
1128,pimg,786,978,187,497
1128,pimg,323,495,328,568
1128,pimg,516,686,324,562
1129,pimg,787,978,187,497
1130,pimg,787,978,187,497
1131,pimg,787,978,186,497
1132,pimg,787,978,186,497
1133,pimg,787,978,186,496
1139,pimg,787,979,186,496
1147,pimg,788,979,186,496
1166,pimg,1236,1454,216,513
1167,pimg,1236,1454,215,513
1168,pimg,1236,1454,215,513
1169,pimg,1236,1454,215,513
1170,pimg,994,1200,226,512
1170,pimg,1236,1454,215,513
1171,pimg,323,495,322,562
1171,pimg,1236,1454,215,513
1172,pimg,323,495,322,562
1172,pimg,994,1200,226,512
1172,pimg,1237,1454,215,513
1173,pimg,1237,1455,215,513
1174,pimg,1237,1455,215,513
1175,pimg,1237,1455,215,513
1176,pimg,323,495,322,561
1177,pimg,791,982,184,494
1177,pimg,323,495,322,561
1178,pimg,791,982,184,494
1179,pimg,791,982,184,494
1180,pimg,791,982,184,494
1181,pimg,791,982,184,494
1182,pimg,791,982,184,494
1183,pimg,791,982,184,494
1184,pimg,791,982,184,494
1185,pimg,791,982,184,494
1185,pimg,995,1201,226,513
1186,pimg,791,983,184,494
1186,pimg,995,1201,226,513
1187,pimg,791,983,184,494
1187,pimg,995,1202,226,513
1188,pimg,791,983,184,494
1188,pimg,995,1202,226,513
1189,pimg,792,983,184,494
1189,pimg,996,1202,227,513
1190,pimg,792,983,184,494
1190,pimg,996,1202,227,513
1191,pimg,792,983,183,494
1191,pimg,996,1202,227,513
1192,pimg,792,983,183,494
1192,pimg,996,1202,227,513
1193,pimg,792,983,183,493
1193,pimg,996,1202,227,513
1194,pimg,792,983,183,493
1194,pimg,996,1202,227,513
1195,pimg,792,983,183,493
1196,pimg,792,983,183,493
1197,pimg,792,983,183,493
1198,pimg,792,984,183,493
1199,pimg,792,984,183,493
1201,pimg,793,984,183,493
1202,pimg,793,984,183,493
1204,pimg,793,984,183,493
1207,pimg,793,984,183,493
1209,pimg,793,984,183,493
1210,pimg,793,985,183,493
1211,pimg,793,985,182,493
1212,pimg,793,985,182,493
1213,pimg,794,985,182,492
1214,pimg,794,985,182,492
1215,pimg,794,985,182,492
1216,pimg,794,985,182,492
1216,p1,672,1103,264,1072
1216,pimg,999,1205,224,510
1216,p2,621,1134,226,1079
1217,pimg,794,985,182,492
1217,p1,670,1100,266,1073
1217,pimg,999,1205,223,510
1217,pimg,1226,1444,212,510
1217,p2,619,1131,226,1079
1218,pimg,794,985,182,492
1218,p1,667,1098,267,1074
1218,pimg,323,495,316,556
1218,pimg,999,1205,223,510
1218,p2,616,1129,226,1079
1219,pimg,794,985,182,492
1219,p1,665,1095,268,1076
1219,pimg,323,495,316,556
1219,pimg,999,1205,223,509
1219,pimg,1227,1444,212,509
1219,p2,613,1126,226,1079
1219,pimg,516,686,316,555
1220,pimg,794,985,182,492
1220,p1,662,1093,270,1077
1220,pimg,323,495,316,555
1220,pimg,999,1206,223,509
1220,pimg,1227,1444,211,509
1220,p2,611,1123,226,1079
1220,pimg,516,686,316,555
1221,pimg,794,985,182,492
1221,p1,660,1090,271,1078
1221,pimg,323,495,316,555
1221,pimg,1000,1206,223,509
1221,pimg,1227,1445,211,509
1221,p2,608,1121,227,1079
1221,pimg,516,686,316,555
1222,pimg,794,986,182,492
1222,p1,658,1088,272,1080
1222,pimg,323,495,315,555
1222,pimg,1000,1206,222,509
1222,pimg,1227,1445,211,508
1222,p2,606,1118,227,1080
1222,pimg,516,686,316,555
1223,pimg,794,986,182,492
1223,p1,645,1076,271,1080
1223,pimg,323,495,315,555
1223,pimg,1000,1206,222,508
1223,pimg,1227,1445,211,508
1223,p2,597,1110,227,1080
1223,pimg,516,686,316,555
1224,pimg,794,986,182,492
1224,p1,633,1064,271,1080
1224,pimg,323,495,315,555
1224,pimg,516,686,316,555
