frame nummer,LabelName,XMin,XMax,YMin,YMax
1331,p1,1153,1605,151,989
1331,pimg,32,185,133,411
1332,pimg,28,181,133,411
1333,pimg,24,177,133,411
1334,pimg,21,173,133,410
1335,pimg,17,169,133,410
1336,pimg,14,165,132,410
1337,pimg,10,161,132,410
1339,pimg,3,153,132,410
1340,pimg,1144,1362,43,341
1341,pimg,1145,1362,43,341
1342,pimg,1145,1363,43,341
1343,pimg,1146,1364,43,341
1345,pimg,1147,1365,43,341
1346,pimg,1148,1366,43,341
1347,pimg,1148,1366,43,341
1348,pimg,1149,1367,43,341
1349,pimg,1150,1368,43,341
1350,pimg,1150,1368,43,341
1351,pimg,1150,1368,44,342
1353,pimg,1149,1367,47,345
1355,pimg,1148,1366,50,347
1357,pimg,1147,1365,52,350
1358,pimg,1146,1364,54,351
1360,pimg,1146,1363,56,354
1362,pimg,1145,1362,59,356
1364,pimg,1144,1361,61,359
1365,pimg,1143,1361,63,360
1378,p1,1098,1550,143,1000
1379,p1,1099,1550,145,1000
1380,p1,1099,1551,147,1000
1381,p1,1091,1542,149,1002
1385,pimg,902,1108,99,385
1386,pimg,902,1108,100,386
1387,pimg,902,1108,101,387
1391,pimg,674,891,68,381
1391,pimg,1131,1349,100,398
1392,pimg,672,889,73,386
1392,pimg,1132,1350,105,403
1393,pimg,1132,1350,110,408
1394,pimg,1133,1351,115,413
1395,pimg,668,885,87,400
1395,pimg,903,1109,118,404
1395,pimg,1133,1351,120,418
1395,p2,638,1092,155,1023
1396,pimg,903,1109,121,407
1396,pimg,1134,1352,125,423
1397,pimg,903,1110,124,410
1397,pimg,1134,1352,130,428
1398,pimg,663,881,101,414
1398,pimg,904,1110,127,413
1398,pimg,1135,1353,135,433
1399,pimg,662,879,106,419
1399,pimg,904,1110,130,416
1399,pimg,1135,1353,140,438
1400,pimg,660,878,110,424
1400,pimg,904,1110,133,419
1400,pimg,1136,1354,145,443
1401,pimg,667,884,106,415
1401,pimg,906,1110,128,412
1401,pimg,1136,1354,145,442
1402,pimg,673,890,102,406
1402,pimg,907,1110,123,405
1402,pimg,1136,1354,144,442
1403,pimg,680,897,98,397
1403,pimg,909,1110,119,398
1403,pimg,1136,1354,143,441
1404,pimg,686,903,94,388
1404,pimg,910,1111,114,391
1404,pimg,1136,1354,143,440
1405,pimg,692,910,90,379
1405,pimg,912,1111,109,383
1405,pimg,1136,1354,142,439
1406,pimg,702,919,85,370
1406,pimg,918,1116,104,375
1406,pimg,1136,1354,141,439
1407,pimg,711,928,81,361
1407,pimg,925,1121,98,367
1407,pimg,1136,1354,140,438
1408,pimg,720,937,76,352
1408,pimg,931,1126,93,360
1409,pimg,729,946,72,342
1409,pimg,937,1131,87,352
1409,pimg,1136,1354,139,437
1410,pimg,738,956,67,333
1410,pimg,944,1136,82,344
1410,pimg,1136,1354,138,436
1411,pimg,748,965,63,324
1411,pimg,950,1141,76,336
1411,pimg,1136,1354,138,435
1412,pimg,757,974,58,315
1412,pimg,957,1146,71,328
1412,pimg,1136,1354,137,434
1413,pimg,766,983,54,305
1413,pimg,963,1151,65,320
1414,pimg,775,992,49,296
1414,pimg,970,1156,60,312
1415,pimg,784,1002,45,287
1415,pimg,976,1161,54,304
1416,pimg,794,1011,40,278
1416,pimg,983,1166,49,296
1416,pimg,1136,1354,134,432
1417,pimg,803,1020,36,268
1417,pimg,989,1171,43,288
1417,pimg,1136,1354,133,431
1418,pimg,812,1029,31,259
1418,p1,1026,1477,169,1070
1418,pimg,995,1176,38,280
1418,pimg,1136,1354,133,430
1419,pimg,821,1038,27,250
1419,p1,1026,1477,167,1071
1419,pimg,1002,1181,32,272
1419,pimg,1136,1354,132,429
1420,pimg,830,1048,22,241
1420,p1,1026,1477,166,1071
1420,pimg,1008,1186,27,264
1420,pimg,1136,1354,131,429
1421,pimg,840,1057,18,231
1421,p1,1026,1477,164,1071
1421,pimg,1015,1191,21,256
1421,pimg,1136,1354,130,428
1422,pimg,849,1066,13,222
1422,pimg,1021,1196,16,248
1422,pimg,1136,1354,130,427
1423,pimg,858,1075,9,213
1423,pimg,1028,1201,10,240
1423,pimg,1136,1354,129,426
1424,pimg,867,1084,4,204
1424,pimg,1034,1206,5,232
1424,pimg,1136,1354,128,426
1425,pimg,1040,1211,0,224
1425,pimg,1136,1354,128,425
1426,pimg,1048,1219,0,223
1426,pimg,1138,1355,123,418
1427,pimg,888,1087,0,201
1427,p1,1025,1477,155,1073
1427,pimg,1056,1226,0,221
1427,pimg,1141,1356,119,410
1428,pimg,894,1084,0,204
1428,pimg,1064,1234,0,220
1428,pimg,1143,1357,115,403
1429,pimg,1072,1242,0,218
1429,pimg,1146,1358,110,395
1430,pimg,905,1077,0,211
1430,pimg,1079,1250,0,216
1430,pimg,1148,1359,106,387
1431,pimg,1150,1360,102,380
1432,pimg,1153,1361,98,372
1433,pimg,1103,1273,0,212
1433,pimg,1155,1362,93,365
1434,pimg,1111,1281,0,210
1434,pimg,1158,1363,89,357
1435,pimg,934,1061,0,227
1435,pimg,1118,1289,0,209
1435,pimg,1160,1364,85,350
1436,pimg,943,1075,0,225
1436,pimg,1126,1297,0,207
1436,pimg,1163,1365,81,342
1437,pimg,951,1089,0,223
1437,pimg,1134,1304,0,206
1437,pimg,1165,1366,76,335
1438,pimg,959,1103,0,221
1438,pimg,1142,1312,0,204
1438,pimg,1167,1367,72,327
1439,pimg,967,1118,0,219
1439,pimg,1150,1320,0,203
1439,pimg,1170,1368,68,320
1440,pimg,1157,1328,0,201
1440,pimg,1172,1369,64,312
1441,pimg,1165,1336,0,200
1441,pimg,1175,1370,59,305
1442,pimg,992,1161,0,214
1442,pimg,1173,1343,0,198
1442,pimg,1177,1371,55,297
1443,pimg,1000,1175,0,212
1443,pimg,1181,1351,0,196
1443,pimg,1180,1372,51,290
1444,pimg,1008,1189,0,210
1444,pimg,1189,1359,0,195
1444,pimg,1182,1373,46,282
1445,pimg,1016,1203,0,209
1445,pimg,1196,1367,0,193
1445,pimg,1184,1374,42,275
1446,pimg,949,1142,24,253
1446,pimg,1180,1351,0,193
1446,pimg,1187,1375,38,267
1447,pimg,882,1081,48,298
1447,pimg,1164,1335,0,192
1447,pimg,1189,1376,34,260
1448,pimg,815,1020,72,343
1448,pimg,1149,1319,0,191
1448,pimg,1192,1377,29,252
1449,pimg,1133,1303,0,191
1449,pimg,1194,1378,25,244
1450,pimg,1117,1287,0,190
1450,pimg,1197,1379,21,237
1451,pimg,1199,1380,17,229
1452,pimg,1202,1381,12,222
1453,pimg,1204,1382,8,214
1454,pimg,1206,1383,4,207
1455,pimg,1209,1384,0,199
1456,pimg,1209,1385,0,199
1457,pimg,1210,1385,0,199
1458,pimg,1210,1386,0,199
1459,pimg,1211,1386,0,198
1460,pimg,1211,1387,0,198
1461,pimg,1212,1387,0,198
1462,pimg,1212,1388,0,197
1463,pimg,1213,1388,0,197
1464,pimg,1052,1222,0,182
1464,pimg,1213,1389,0,197
1465,pimg,1214,1389,0,197
1466,pimg,1054,1224,0,182
1466,pimg,1214,1390,0,196
1466,pimg,1,160,197,504
1467,pimg,1054,1225,0,182
1467,pimg,1215,1390,0,196
1467,pimg,2,161,197,504
1468,pimg,1055,1225,0,182
1468,pimg,1215,1391,0,196
1468,pimg,2,161,197,504
1469,pimg,1055,1225,0,182
1469,pimg,1216,1391,0,196
1469,pimg,2,161,196,503
1470,pimg,1055,1226,0,182
1470,pimg,1216,1392,0,195
1470,pimg,2,162,196,503
1471,pimg,1056,1226,0,182
1471,pimg,1217,1392,0,195
1471,pimg,3,162,196,502
1472,pimg,1056,1227,0,181
1472,pimg,1217,1393,0,195
1472,pimg,3,162,195,502
1473,pimg,1057,1227,0,181
1473,pimg,1218,1393,0,194
1473,pimg,3,162,195,502
1474,pimg,1057,1227,0,181
1474,pimg,1218,1394,0,194
1474,pimg,4,163,194,501
1475,pimg,697,914,112,425
1475,pimg,1057,1228,0,181
1475,pimg,1219,1394,0,194
1475,pimg,4,163,194,501
1476,pimg,1058,1228,0,181
1476,pimg,1219,1395,0,194
1477,pimg,1058,1229,0,181
1477,pimg,1220,1395,0,193
1477,pimg,4,164,193,500
1478,pimg,1059,1229,0,181
1478,pimg,1220,1396,0,193
1479,pimg,1221,1396,0,193
1480,pimg,1221,1397,0,193
1481,pimg,1060,1230,0,181
1481,pimg,1222,1397,0,192
1482,pimg,700,917,108,422
1482,pimg,1060,1231,0,181
1482,pimg,1222,1398,0,192
1483,pimg,1061,1231,0,181
1483,pimg,1222,1398,0,192
1484,pimg,1061,1232,0,180
1484,pimg,1223,1399,0,191
1485,pimg,1061,1232,0,180
1485,pimg,1223,1399,0,191
1486,pimg,1060,1231,0,180
1486,pimg,1222,1398,0,191
1487,pimg,1059,1229,0,180
1487,pimg,1221,1397,0,190
1487,pimg,7,166,189,496
1488,pimg,1058,1228,0,180
1488,pimg,1220,1395,0,189
1488,pimg,8,167,189,496
1489,pimg,1056,1227,0,179
1489,pimg,1218,1394,0,189
1489,pimg,8,167,188,495
1490,pimg,1217,1393,0,188
1490,pimg,8,167,188,495
1491,pimg,1216,1391,0,187
1491,pimg,8,168,187,494
1492,pimg,704,921,104,417
1492,pimg,1053,1223,0,178
1492,pimg,1215,1390,0,187
1492,pimg,9,168,187,494
1493,pimg,704,921,103,416
1493,pimg,1051,1222,0,178
1493,pimg,1213,1389,0,186
1493,pimg,9,168,187,494
1494,pimg,704,922,103,416
1494,pimg,1050,1221,0,178
1494,pimg,1212,1388,0,185
1494,pimg,9,168,186,493
1495,pimg,705,922,102,415
1495,pimg,1049,1219,0,178
1495,pimg,1211,1386,0,185
1495,pimg,10,169,186,493
1496,pimg,705,922,102,415
1496,pimg,1049,1219,0,177
1496,pimg,1212,1387,0,184
1497,pimg,706,923,101,414
1497,pimg,1049,1220,0,176
1497,pimg,1212,1388,0,183
1497,pimg,10,169,185,492
1498,pimg,706,923,101,414
1498,pimg,1049,1220,0,176
1498,pimg,1213,1389,0,183
1498,pimg,10,170,185,492
1499,pimg,706,924,100,413
1499,pimg,1049,1220,0,175
1499,pimg,1214,1389,0,182
1499,pimg,11,170,184,491
1500,pimg,707,924,100,413
1500,pimg,1050,1220,0,174
1500,pimg,1215,1390,0,182
1500,pimg,11,170,184,491
1501,pimg,707,924,99,412
1501,pimg,1050,1220,0,174
1501,pimg,1215,1391,0,181
1501,pimg,11,170,183,490
1502,pimg,708,925,99,412
1502,pimg,1050,1220,0,173
1502,pimg,1216,1392,0,180
1502,pimg,12,171,183,490
1503,pimg,708,925,98,412
1503,pimg,1050,1220,0,173
1503,pimg,1217,1392,0,180
1503,pimg,12,171,183,490
1504,pimg,708,926,98,411
1504,pimg,1050,1220,0,172
1504,pimg,1218,1393,0,179
1504,pimg,12,171,182,489
1505,pimg,709,926,97,411
1505,pimg,1050,1221,0,171
1505,pimg,1218,1394,0,178
1505,pimg,12,172,182,489
1506,pimg,709,926,97,410
1506,pimg,1050,1221,0,171
1506,pimg,1219,1395,0,178
1506,pimg,13,172,181,488
1507,pimg,710,927,96,410
1507,pimg,1050,1221,0,170
1507,pimg,1220,1395,0,177
1507,pimg,13,172,181,488
1508,pimg,710,927,96,409
1508,pimg,1050,1221,0,169
1508,pimg,1221,1396,0,177
1508,pimg,13,172,181,488
1509,pimg,710,928,95,409
1509,pimg,1051,1221,0,169
1509,pimg,1221,1397,0,176
1509,pimg,14,173,180,487
1510,pimg,711,928,95,408
1510,pimg,1051,1221,0,168
1510,pimg,1222,1398,0,175
1510,pimg,14,173,180,487
1511,pimg,711,928,94,408
1511,pimg,1051,1221,0,168
1511,pimg,1223,1398,0,175
1512,pimg,1224,1399,0,174
1513,pimg,1051,1222,0,166
1513,pimg,1224,1400,0,173
1514,pimg,1051,1222,0,166
1514,pimg,1225,1401,0,173
1515,pimg,1051,1222,0,165
1515,pimg,1226,1401,0,172
1515,pimg,15,174,178,485
1516,pimg,713,930,92,405
1516,pimg,1051,1222,0,164
1516,pimg,1227,1402,0,172
1517,pimg,714,931,91,405
1517,pimg,1052,1222,0,164
1517,pimg,1227,1403,0,171
1518,pimg,714,931,91,404
1518,pimg,1052,1222,0,163
1518,pimg,1228,1404,0,170
1519,pimg,714,932,90,404
1519,pimg,1052,1222,0,163
1519,pimg,1229,1404,0,170
1520,pimg,715,932,90,403
1520,pimg,1036,1207,0,164
1520,pimg,1206,1382,0,171
1521,pimg,715,932,89,403
1521,pimg,1021,1191,0,165
1521,pimg,1184,1360,0,173
1522,pimg,716,933,89,402
1522,pimg,1006,1176,0,166
1522,pimg,1162,1338,0,174
1523,pimg,716,933,88,402
1523,pimg,990,1160,0,167
1523,pimg,1140,1315,0,175
1524,pimg,716,934,88,401
1524,pimg,975,1145,0,168
1524,pimg,1117,1293,0,177
1525,pimg,717,934,87,401
1525,pimg,959,1130,0,169
1525,pimg,1095,1271,0,178
1526,pimg,717,934,87,400
1526,pimg,957,1128,0,168
1526,pimg,1131,1316,39,261
1527,pimg,718,935,87,400
1527,pimg,956,1126,0,167
1527,pimg,1167,1361,79,344
1528,pimg,718,935,86,399
1528,pimg,954,1124,0,167
1528,pimg,1202,1406,118,428
1529,pimg,718,936,86,399
1529,pimg,952,1123,9,176
1529,pimg,1201,1405,119,426
1530,pimg,719,936,85,398
1530,pimg,951,1121,18,185
1530,pimg,1200,1405,121,424
1531,pimg,719,936,85,398
1531,pimg,949,1119,27,195
1531,pimg,1198,1404,122,422
1532,pimg,720,937,84,397
1532,pimg,947,1118,37,204
1532,pimg,1197,1404,124,420
1533,pimg,720,937,84,397
1533,pimg,946,1116,46,214
1533,pimg,1195,1403,125,418
1533,pimg,20,180,171,478
1534,pimg,720,938,83,396
1534,pimg,944,1114,55,223
1534,pimg,1194,1403,126,416
1534,pimg,21,180,170,477
1535,pimg,721,938,83,396
1535,pimg,942,1113,64,232
1535,pimg,1193,1402,128,414
1536,pimg,721,938,82,395
1536,pimg,940,1111,74,242
1536,pimg,1193,1403,128,414
1537,pimg,722,939,82,395
1537,pimg,939,1109,83,251
1537,pimg,1193,1403,128,414
1538,pimg,722,939,81,394
1538,pimg,937,1107,92,261
1538,pimg,1193,1403,128,414
1538,pimg,22,181,169,476
1539,pimg,722,940,81,394
1539,pimg,935,1106,101,270
1539,pimg,1193,1403,128,414
1540,pimg,723,940,80,393
1540,pimg,934,1104,111,280
1540,pimg,1194,1403,128,414
1541,pimg,723,940,80,393
1541,pimg,932,1102,120,289
1541,pimg,1194,1404,128,414
1542,pimg,724,941,79,393
1542,pimg,930,1101,129,298
1542,pimg,1194,1404,128,414
1543,pimg,724,941,79,392
1543,pimg,928,1099,139,308
1543,pimg,1194,1404,128,414
1544,pimg,724,942,78,392
1544,pimg,927,1097,148,317
1544,pimg,1194,1404,128,413
1545,pimg,725,942,78,391
1545,pimg,925,1095,157,327
1545,pimg,1195,1404,128,413
1546,pimg,725,942,77,391
1546,pimg,928,1098,155,324
1547,pimg,725,943,77,390
1547,pimg,930,1101,152,322
1548,pimg,726,943,76,390
1548,pimg,933,1103,150,320
1549,pimg,726,943,76,389
1549,pimg,935,1106,148,317
1550,pimg,938,1108,146,315
1553,pimg,728,945,74,387
1553,pimg,946,1116,139,308
1554,pimg,728,945,73,387
1554,pimg,948,1119,137,306
1555,pimg,951,1121,134,304
1556,pimg,951,1124,133,314
1557,pimg,951,1126,131,325
1558,pimg,951,1128,129,335
1559,pimg,951,1131,127,345
1577,pimg,27,186,153,460
1578,pimg,27,187,152,459
1579,pimg,28,187,152,459
1580,pimg,28,187,152,458
1581,pimg,28,187,151,458
1582,pimg,28,187,151,458
1583,pimg,28,187,150,457
1584,pimg,28,187,150,457
1585,pimg,28,187,150,456
1586,pimg,28,187,149,456
1587,pimg,28,188,149,456
1588,pimg,29,188,148,455
1593,pimg,29,188,146,453
1594,pimg,29,188,146,453
1595,pimg,29,188,145,452
1596,pimg,29,189,145,452
1597,pimg,29,189,145,452
1598,pimg,30,189,144,451
1599,pimg,30,189,144,451
1600,pimg,30,189,143,450
1601,pimg,30,189,143,450
1602,pimg,30,189,143,450
1603,pimg,30,189,142,449
1604,pimg,30,189,142,449
1605,pimg,30,190,141,448
1606,pimg,31,190,141,448
1607,pimg,31,190,140,447
1608,pimg,31,191,140,447
1609,pimg,32,191,139,446
1610,pimg,32,191,138,445
1611,pimg,33,192,138,445
1612,pimg,33,192,137,444
1614,pimg,34,193,136,443
1615,pimg,34,193,135,442
1618,pimg,35,194,134,441
1619,pimg,740,958,68,393
1619,pimg,36,195,133,440
1620,pimg,741,958,68,392
1621,pimg,741,958,68,391
1621,pimg,36,196,132,439
1623,pimg,37,196,131,438
1624,pimg,38,197,130,437
1625,pimg,38,197,130,436
1628,pimg,39,198,128,435
1629,pimg,39,199,127,434
1630,pimg,40,199,127,433
1631,pimg,40,199,126,433
1632,pimg,41,200,125,432
1633,pimg,41,200,125,432
1634,pimg,41,201,124,431
1635,pimg,42,201,124,430
1642,pimg,44,203,123,430
1644,pimg,44,203,123,430
1645,pimg,45,204,123,430
1646,pimg,45,204,123,430
1649,pimg,46,205,123,430
1651,pimg,46,205,123,430
1653,pimg,47,206,123,430
1654,pimg,47,206,123,430
1655,pimg,47,207,123,430
1662,pimg,990,1195,62,340
1665,pimg,795,991,34,285
1665,pimg,997,1201,53,316
1666,pimg,796,991,33,275
1666,pimg,999,1203,49,308
1666,p2,769,1137,107,1013
1667,pimg,797,991,31,266
1667,pimg,1001,1205,46,300
1667,p2,770,1138,106,1012
1668,pimg,798,992,30,256
1668,pimg,1004,1207,43,291
1668,p2,771,1139,104,1011
1669,pimg,799,992,28,247
1669,pimg,1006,1209,40,283
1669,pimg,1233,1453,76,401
1670,pimg,813,1005,27,237
1670,pimg,1013,1215,39,276
1670,pimg,1233,1453,76,402
1671,pimg,826,1017,25,227
1671,pimg,1019,1221,37,270
1672,pimg,839,1030,23,217
1672,pimg,1025,1227,36,263
1672,pimg,1233,1454,74,403
1673,pimg,853,1043,21,208
1673,pimg,1032,1233,34,256
1673,pimg,1233,1455,74,404
1674,pimg,866,1055,19,198
1674,pimg,1038,1239,32,250
1674,pimg,1234,1455,73,405
1675,pimg,879,1068,18,188
1675,pimg,1045,1245,31,243
1675,pimg,1234,1456,72,405
1676,pimg,893,1081,16,178
1676,pimg,1051,1251,29,236
1676,pimg,1234,1456,72,406
1677,pimg,906,1093,14,169
1677,pimg,1058,1257,28,230
1677,pimg,1234,1457,71,407
1678,pimg,919,1106,12,159
1678,pimg,1064,1263,26,223
1678,pimg,1235,1457,71,407
1679,pimg,933,1119,10,149
1679,pimg,1070,1269,25,216
1679,pimg,1235,1458,70,408
1680,pimg,946,1131,9,139
1680,pimg,1077,1275,23,209
1680,pimg,1235,1458,69,409
1681,pimg,959,1144,7,130
1681,pimg,1083,1282,21,203
1681,pimg,1235,1459,69,409
1682,pimg,973,1156,5,120
1682,pimg,1090,1288,20,196
1682,pimg,1235,1459,68,410
1683,pimg,986,1169,3,110
1683,pimg,1096,1294,18,189
1683,pimg,1236,1460,67,410
1683,pimg,57,217,116,423
1684,pimg,1000,1182,1,100
1684,pimg,1103,1300,17,183
1684,pimg,1236,1460,67,411
1684,pimg,58,217,116,423
1685,pimg,1013,1194,0,91
1685,pimg,1109,1306,15,176
1685,pimg,1236,1461,66,412
1686,pimg,1013,1195,0,92
1686,pimg,1116,1312,14,169
1686,pimg,1236,1461,65,412
1687,pimg,1013,1196,0,93
1687,pimg,1122,1318,12,162
1687,pimg,1236,1462,65,413
1688,pimg,1013,1196,0,94
1688,pimg,1128,1324,10,156
1688,pimg,1237,1462,64,414
1689,pimg,1013,1197,0,95
1689,pimg,1135,1330,9,149
1689,pimg,1237,1463,63,414
1689,pimg,61,220,112,419
1690,pimg,1013,1197,0,96
1690,pimg,1141,1336,7,142
1690,pimg,1237,1463,63,415
1690,pimg,61,220,111,418
1691,pimg,1014,1198,0,97
1691,pimg,1148,1342,6,136
1691,pimg,1237,1464,62,416
1691,pimg,62,221,111,418
1692,pimg,1014,1199,0,98
1692,pimg,1154,1348,4,129
1692,pimg,1238,1464,61,416
1692,pimg,62,221,110,417
1693,pimg,1014,1199,0,99
1693,pimg,1161,1355,3,122
1693,pimg,1240,1465,59,404
1693,pimg,63,222,109,416
1694,pimg,1014,1200,0,100
1694,pimg,1167,1361,1,116
1694,pimg,1243,1465,56,392
1694,pimg,63,223,109,415
1695,pimg,1014,1200,0,101
1695,pimg,1174,1367,0,109
1695,pimg,1246,1466,53,380
1695,pimg,64,223,108,415
1696,pimg,1014,1201,0,102
1696,pimg,1172,1365,0,108
1696,pimg,1248,1466,51,367
1696,pimg,64,224,107,414
1697,pimg,1014,1202,0,103
1697,pimg,1170,1363,0,108
1697,pimg,1251,1467,48,355
1697,pimg,65,224,106,413
1698,pimg,1015,1202,0,104
1698,pimg,1168,1361,0,107
1698,pimg,1254,1467,45,343
1699,pimg,1015,1203,0,105
1699,pimg,1166,1360,0,107
1699,pimg,1256,1468,43,331
1700,pimg,1015,1204,0,106
1700,pimg,1165,1358,0,106
1700,pimg,1259,1468,40,318
1701,pimg,1015,1204,0,108
1701,pimg,1163,1356,0,105
1701,pimg,1262,1469,37,306
1701,pimg,67,226,104,411
1702,pimg,1015,1205,0,109
1702,pimg,1161,1354,0,105
1702,pimg,1265,1469,34,294
1702,pimg,68,227,103,410
1703,pimg,996,1186,2,131
1703,pimg,1159,1352,0,104
1703,pimg,1267,1470,32,282
1703,pimg,68,227,102,409
1704,pimg,976,1167,5,153
1704,pimg,1157,1351,0,104
1704,pimg,1270,1470,29,269
1705,pimg,957,1148,8,175
1705,pimg,1156,1349,0,103
1705,pimg,1273,1471,26,257
1706,pimg,938,1130,10,197
1706,pimg,1154,1347,0,103
1706,pimg,1275,1471,24,245
1707,pimg,919,1111,13,220
1707,pimg,1152,1345,0,102
1707,pimg,1278,1472,21,232
1708,pimg,899,1092,16,242
1708,pimg,1150,1343,0,101
1708,pimg,1281,1472,18,220
1709,pimg,880,1073,19,264
1709,pimg,1149,1342,0,101
1709,pimg,1284,1472,16,208
1710,pimg,861,1054,21,286
1710,pimg,1147,1340,0,100
1710,pimg,1286,1473,13,196
1711,pimg,842,1036,24,309
1711,pimg,1145,1338,0,100
1711,pimg,1289,1473,10,183
1712,pimg,822,1017,27,331
1712,pimg,1143,1336,0,99
1712,pimg,1292,1474,8,171
1713,pimg,803,998,30,353
1713,pimg,1141,1335,0,99
1713,pimg,1294,1474,5,159
1714,pimg,784,979,32,375
1714,pimg,1140,1333,0,98
1714,pimg,1297,1475,2,147
1715,pimg,764,961,35,398
1715,pimg,1138,1331,0,97
1715,pimg,1300,1475,0,134
1716,pimg,764,963,35,398
1716,pimg,1138,1331,0,98
1716,pimg,1300,1476,0,134
1717,pimg,1138,1331,0,98
1717,pimg,1300,1476,0,134
1718,pimg,1138,1331,0,98
1718,pimg,1301,1476,0,134
1719,pimg,1138,1331,0,98
1719,pimg,1301,1477,0,134
1720,pimg,1138,1331,0,98
1720,pimg,1301,1477,0,134
1721,pimg,1138,1331,0,98
1721,pimg,1302,1477,0,134
1722,pimg,1138,1331,0,98
1722,pimg,1302,1477,0,134
1723,pimg,1138,1331,0,98
1723,pimg,1302,1478,0,134
1724,pimg,1138,1331,0,98
1724,pimg,1302,1478,0,134
1725,pimg,1138,1331,0,98
1725,pimg,1303,1478,0,134
1726,pimg,1137,1331,0,98
1726,pimg,1303,1479,0,134
1727,pimg,1137,1331,0,98
1727,pimg,1303,1479,0,134
1728,pimg,1137,1331,0,98
1728,pimg,1304,1479,0,134
1729,pimg,1137,1331,0,98
1729,pimg,1304,1479,0,134
1730,pimg,1137,1330,0,98
1730,pimg,1304,1480,0,134
1731,pimg,1137,1330,1,99
1731,pimg,1304,1480,0,134
1732,pimg,1137,1330,1,99
1732,pimg,1305,1480,0,134
1733,pimg,1137,1330,1,99
1733,pimg,1305,1481,0,134
1734,pimg,1137,1330,1,99
1734,pimg,1305,1481,0,134
1735,pimg,1137,1330,1,99
1735,pimg,1306,1481,0,134
1736,pimg,1137,1330,1,99
1736,pimg,1306,1482,0,134
1737,pimg,1137,1330,1,99
1737,pimg,1306,1482,0,134
1738,pimg,1137,1330,1,99
1738,pimg,1307,1482,0,134
1738,pimg,75,234,100,407
1739,pimg,1137,1330,1,99
1739,pimg,1307,1482,0,134
1739,pimg,75,234,100,407
1740,pimg,1137,1330,1,99
1740,pimg,1307,1483,0,134
1740,pimg,75,234,100,407
1741,pimg,1137,1330,1,99
1741,pimg,1307,1483,0,134
1742,pimg,1137,1330,1,99
1742,pimg,1308,1483,0,134
1742,pimg,75,234,100,407
1743,p1,1172,1612,74,1005
1743,pimg,1137,1330,1,99
1743,pimg,1308,1484,0,134
1744,p1,1172,1612,74,1005
1744,pimg,1137,1330,1,99
1744,pimg,1308,1484,0,134
1745,pimg,769,986,35,398
1745,p1,1172,1612,74,1005
1745,pimg,1137,1330,1,99
1745,pimg,1309,1484,0,134
1745,pimg,76,235,100,407
1746,p1,1172,1612,74,1005
1746,pimg,1137,1330,2,100
1746,pimg,1309,1484,0,134
1747,p1,1172,1612,74,1005
1747,pimg,1137,1330,2,100
1747,pimg,1309,1485,0,134
1748,p1,1172,1612,74,1005
1748,pimg,1137,1330,2,100
1748,pimg,1309,1485,0,134
1749,pimg,770,987,35,398
1749,pimg,1137,1330,2,100
1749,pimg,1310,1485,0,134
1750,pimg,770,988,35,398
1750,pimg,1137,1330,2,100
1750,pimg,1310,1486,0,134
1751,p1,1172,1612,74,1005
1751,pimg,1137,1330,2,100
1751,pimg,1310,1486,0,134
1752,pimg,771,988,35,398
1752,p1,1171,1612,74,1004
1752,pimg,1137,1330,2,100
1752,pimg,1311,1486,0,134
1753,pimg,771,988,35,398
1753,pimg,1137,1330,2,100
1753,pimg,1311,1487,0,134
1754,pimg,771,989,35,398
1754,pimg,1137,1330,2,100
1754,pimg,1311,1487,0,134
1755,p1,1171,1611,73,1004
1755,pimg,1137,1330,2,100
1755,pimg,1311,1487,0,134
1756,pimg,1136,1330,2,100
1756,pimg,1312,1487,0,134
1757,pimg,1136,1330,2,100
1757,pimg,1312,1488,0,134
1758,pimg,772,990,35,398
1758,p1,1171,1611,73,1004
1758,pimg,1136,1330,2,100
1758,pimg,1312,1488,0,134
1759,pimg,773,990,35,398
1759,p1,1171,1611,73,1004
1759,pimg,1136,1330,2,100
1759,pimg,1313,1488,0,134
1760,p1,1171,1611,73,1004
1760,pimg,1136,1330,2,100
1760,pimg,1313,1489,0,134
1760,pimg,78,237,99,406
1761,pimg,1136,1329,2,100
1761,pimg,1313,1489,0,134
1762,pimg,1136,1329,3,101
1762,pimg,1314,1489,0,134
1762,pimg,79,238,99,406
1763,pimg,1136,1329,3,101
1763,pimg,1314,1489,0,134
1764,pimg,1136,1329,3,101
1764,pimg,1314,1490,0,134
1765,pimg,1136,1329,3,101
1765,pimg,1314,1490,0,134
1766,pimg,0,78,0,380
1767,pimg,614,827,4,362
1768,pimg,0,82,0,402
1768,pimg,616,829,9,373
1769,pimg,0,83,0,413
1769,pimg,618,831,14,384
1770,pimg,0,85,0,425
1771,pimg,0,87,0,436
1771,pimg,218,468,6,429
1772,pimg,0,89,0,447
1772,pimg,220,470,17,439
1773,pimg,0,91,0,458
1774,pimg,0,93,0,470
1775,pimg,0,95,0,481
1776,pimg,0,97,0,492
1777,pimg,0,99,9,501
1778,pimg,0,100,18,511
1779,pimg,0,102,28,520
1780,pimg,0,104,37,530
1781,pimg,0,105,47,539
1782,pimg,0,107,56,549
1783,pimg,0,109,66,558
1783,p1,895,1494,182,1080
1783,pimg,230,480,104,523
1784,pimg,0,111,75,568
1788,pimg,625,838,137,507
1789,pimg,0,119,123,615
1791,pimg,0,118,152,645
1791,p2,0,266,265,1080
